# Inkform performance log
# startedAt=2026-09-01T18:01:06
# branch=Long
# commit=897c69d083fa0635fc82b263055aaab9a19996cd
# unity=6000.4.10f1 platform=WindowsEditor
# device=Z890 UD WIFI6E (Gigabyte Technology Co., Ltd.) os=Windows 11  (10.0.26200)
# screen=2560x1440 targetFps=60 vSync=0
time_s,scene,fps_avg,fps_min,fps_max,frame_ms,gc_mb,x,y,state,face
70.1,Mine Cave 1,60,56,64,16.67,720.5,405.69,114.12,Rise,R
71.1,Mine Cave 1,60,57,63,16.67,735.4,412.84,114.93,WallSlideR,R
72.1,Mine Cave 1,60,57,66,16.65,754.0,418.72,111.71,Land,R
73.1,Mine Cave 1,60,55,65,16.67,683.3,420.28,117.10,CeilingStick,R
74.1,Mine Cave 1,60,56,64,16.67,689.0,425.35,117.53,Fall,R
75.1,Mine Cave 1,60,56,65,16.68,700.9,425.95,124.10,CeilingStick,R
76.1,Mine Cave 1,60,55,66,16.65,714.9,433.62,122.71,Land,R
77.1,Mine Cave 1,60,57,63,16.67,729.2,432.94,122.71,Land,L
78.1,Mine Cave 1,60,57,63,16.67,744.8,431.01,124.10,CeilingStick,L
79.1,Mine Cave 1,60,57,64,16.66,764.5,430.63,123.16,JumpUp,R
80.2,Mine Cave 1,60,57,64,16.68,678.3,432.44,122.71,Land,L
81.2,Mine Cave 1,60,57,64,16.68,686.8,432.44,122.71,Idle,L
82.2,Mine Cave 1,60,58,64,16.65,700.9,432.44,122.71,Idle,L
83.2,Mine Cave 1,60,56,63,16.68,715.2,432.44,122.71,Idle,L
84.2,Mine Cave 1,60,57,64,16.66,729.9,432.44,122.71,Idle,L
85.2,Mine Cave 1,60,56,64,16.66,746.8,432.03,124.10,CeilingStick,L
86.2,Mine Cave 1,60,55,65,16.67,678.1,432.03,122.71,Land,L
87.2,Mine Cave 1,60,57,63,16.67,685.0,432.03,122.71,Idle,L
88.2,Mine Cave 1,60,56,64,16.67,697.5,431.82,124.10,CeilingStick,L
89.3,Mine Cave 1,60,56,65,16.67,712.0,432.16,122.71,Land,R
90.3,Mine Cave 1,60,58,63,16.67,726.4,432.16,122.71,Idle,R
91.3,Mine Cave 1,60,57,64,16.67,741.7,432.16,122.71,Idle,R
92.3,Mine Cave 1,60,56,63,16.67,761.6,432.16,122.71,Idle,R
93.3,Mine Cave 1,60,56,66,16.67,681.9,432.16,122.71,Idle,R
94.3,Mine Cave 1,60,57,63,16.66,693.4,432.16,122.71,Idle,R
95.3,Mine Cave 1,60,57,63,16.67,708.1,432.16,122.71,Idle,R
96.3,Mine Cave 1,60,57,64,16.67,722.0,432.16,122.71,Idle,R
97.3,Mine Cave 1,60,57,65,16.67,736.9,432.16,122.71,Idle,R
98.4,Mine Cave 1,60,57,63,16.67,756.3,432.16,122.71,Idle,R
99.4,Mine Cave 1,48,6,153,20.68,683.8,432.16,122.71,Idle,R
100.4,Mine Cave 1,60,42,112,16.57,686.0,432.16,122.71,Idle,R
101.4,Mine Cave 1,59,26,177,16.93,689.0,432.16,122.71,Idle,R
102.4,Mine Cave 1,60,52,67,16.66,693.2,432.16,122.71,Idle,R
103.4,Mine Cave 1,60,31,216,16.80,697.3,432.16,122.71,Idle,R
104.4,Mine Cave 1,60,54,68,16.69,702.7,432.16,122.71,Idle,R
105.4,Mine Cave 1,60,53,66,16.65,708.6,432.16,122.71,Idle,R
106.5,Mine Cave 1,59,22,162,16.92,716.3,432.16,122.71,Idle,R
107.5,Mine Cave 1,60,48,82,16.67,723.5,432.16,122.71,Idle,R
108.5,Mine Cave 1,60,50,74,16.67,732.5,432.16,122.71,Idle,R
109.5,Mine Cave 1,60,46,78,16.67,741.2,432.16,122.71,Idle,R
110.5,Mine Cave 1,60,52,72,16.64,750.3,432.16,122.71,Idle,R
111.5,Mine Cave 1,60,35,276,16.68,708.4,432.16,122.71,Idle,R
112.5,Mine Cave 1,60,50,70,16.68,709.2,432.16,122.71,Idle,R
113.5,Mine Cave 1,60,55,66,16.68,710.4,432.16,122.71,Idle,R
114.5,Mine Cave 1,60,54,66,16.67,712.9,432.16,122.71,Idle,R
115.5,Mine Cave 1,60,51,76,16.63,716.1,432.16,122.71,Idle,R
116.5,Mine Cave 1,60,48,80,16.69,719.9,432.16,122.71,Idle,R
117.5,Mine Cave 1,60,48,81,16.66,724.0,432.16,122.71,Idle,R
118.6,Mine Cave 1,60,51,82,16.66,729.1,432.16,122.71,Idle,R
119.6,Mine Cave 1,60,53,69,16.68,734.4,432.16,122.71,Idle,R
120.6,Mine Cave 1,57,12,106,17.55,739.8,432.16,122.71,Idle,R
121.6,Mine Cave 1,60,52,68,16.66,745.2,432.16,122.71,Idle,R
122.6,Mine Cave 1,60,46,81,16.68,752.6,432.16,122.71,Idle,R
123.6,Mine Cave 1,60,54,74,16.65,761.9,432.16,122.71,Idle,R
124.6,Mine Cave 1,60,34,324,16.68,719.8,432.16,122.71,Idle,R
125.6,Mine Cave 1,59,28,147,16.82,720.5,432.16,122.71,Idle,R
126.6,Mine Cave 1,60,46,86,16.68,721.4,432.16,122.71,Idle,R
127.6,Mine Cave 1,60,46,89,16.68,723.2,432.16,122.71,Idle,R
128.7,Mine Cave 1,60,45,89,16.58,725.8,432.16,122.71,Idle,R
129.7,Mine Cave 1,60,45,90,16.68,729.0,432.16,122.71,Idle,R
130.7,Mine Cave 1,60,53,67,16.67,732.6,432.16,122.71,Idle,R
131.7,Mine Cave 1,60,54,68,16.68,736.7,432.16,122.71,Idle,R
132.7,Mine Cave 1,60,54,67,16.67,740.9,432.16,122.71,Idle,R
133.7,Mine Cave 1,60,55,66,16.66,745.1,432.16,122.71,Idle,R
134.7,Mine Cave 1,60,56,66,16.66,749.2,432.16,122.71,Idle,R
135.7,Mine Cave 1,60,55,66,16.67,753.4,432.16,122.71,Idle,R
136.7,Mine Cave 1,60,55,65,16.66,758.4,432.16,122.71,Idle,R
137.7,Mine Cave 1,60,54,66,16.67,763.4,432.16,122.71,Idle,R
138.7,Mine Cave 1,60,54,66,16.67,768.5,432.16,122.71,Idle,R
139.7,Mine Cave 1,57,12,107,17.65,775.7,432.16,122.71,Idle,R
140.7,Mine Cave 1,60,46,83,16.74,727.2,432.16,122.71,Idle,R
141.7,Mine Cave 1,60,47,80,16.70,728.3,432.16,122.71,Idle,R
142.7,Mine Cave 1,60,44,96,16.64,729.5,432.16,122.71,Idle,R
143.7,Mine Cave 1,60,45,79,16.68,731.8,432.16,122.71,Idle,R
144.7,Mine Cave 1,60,48,77,16.67,734.9,432.16,122.71,Idle,R
145.8,Mine Cave 1,60,47,82,16.65,738.7,432.16,122.71,Idle,R
146.8,Mine Cave 1,60,55,66,16.66,742.7,432.16,122.71,Idle,R
147.8,Mine Cave 1,60,55,66,16.69,747.8,432.16,122.71,Idle,R
148.8,Mine Cave 1,60,54,69,16.65,753.1,432.16,122.71,Idle,R
149.8,Mine Cave 1,60,52,65,16.69,758.5,432.16,122.71,Idle,R
150.8,Mine Cave 1,60,52,71,16.67,764.0,432.16,122.71,Idle,R
151.8,Mine Cave 1,60,53,66,16.65,770.7,432.16,122.71,Idle,R
152.8,Mine Cave 1,60,53,68,16.67,777.8,432.16,122.71,Idle,R
153.8,Mine Cave 1,60,54,67,16.67,785.0,432.16,122.71,Idle,R
154.8,Mine Cave 1,60,32,204,16.69,734.9,432.16,122.71,Idle,R
155.8,Mine Cave 1,60,55,67,16.67,735.9,432.16,122.71,Idle,R
156.9,Mine Cave 1,60,52,78,16.65,737.2,432.16,122.71,Idle,R
157.9,Mine Cave 1,60,51,69,16.68,739.6,432.16,122.71,Idle,R
158.9,Mine Cave 1,60,52,71,16.68,742.4,432.16,122.71,Idle,R
159.9,Mine Cave 1,60,53,69,16.64,745.3,432.16,122.71,Idle,R
160.9,Mine Cave 1,60,54,67,16.68,748.5,432.16,122.71,Idle,R
161.9,Mine Cave 1,60,56,64,16.68,752.3,432.16,122.71,Idle,R
162.9,Mine Cave 1,60,32,165,16.78,756.4,432.16,122.71,Idle,R
163.9,Mine Cave 1,60,55,67,16.66,761.0,432.16,122.71,Idle,R
164.9,Mine Cave 1,60,45,88,16.65,765.7,432.16,122.71,Idle,R
165.9,Mine Cave 1,60,55,70,16.66,770.2,432.16,122.71,Idle,R
166.9,Mine Cave 1,60,49,70,16.68,774.7,432.16,122.71,Idle,R
168.0,Mine Cave 1,60,53,72,16.66,779.7,432.16,122.71,Idle,R
169.0,Mine Cave 1,60,57,64,16.67,785.3,432.16,122.71,Idle,R
170.0,Mine Cave 1,59,33,110,16.89,790.5,432.16,122.71,Idle,R
171.0,Mine Cave 1,60,40,110,16.68,738.5,432.16,122.71,Idle,R
172.0,Mine Cave 1,60,56,65,16.68,739.4,432.16,122.71,Idle,R
173.0,Mine Cave 1,60,54,68,16.64,740.6,432.16,122.71,Idle,R
174.0,Mine Cave 1,60,53,67,16.69,742.6,432.16,122.71,Idle,R
175.0,Mine Cave 1,59,27,111,16.95,750.5,432.16,122.71,Idle,R
176.0,Mine Cave 1,60,31,132,16.78,757.6,432.16,122.71,Idle,R
177.0,Mine Cave 1,59,22,118,16.98,764.4,432.16,122.71,Idle,R
178.0,Mine Cave 1,59,24,136,16.95,772.8,432.16,122.71,Idle,R
179.0,Mine Cave 1,60,50,75,16.68,777.6,432.16,122.71,Idle,R
180.0,Mine Cave 1,60,50,77,16.68,782.3,432.16,122.71,Idle,R
181.0,Mine Cave 1,60,47,82,16.61,787.3,432.16,122.71,Idle,R
182.1,Mine Cave 1,60,46,89,16.75,792.3,432.16,122.71,Idle,R
183.1,Mine Cave 1,60,54,78,16.59,797.5,432.16,122.71,Idle,R
184.1,Mine Cave 1,60,36,79,16.76,742.5,432.16,122.71,Idle,R
185.1,Mine Cave 1,60,54,67,16.69,743.6,432.16,122.71,Idle,R
186.1,Mine Cave 1,60,50,74,16.68,744.8,432.16,122.71,Idle,R
187.1,Mine Cave 1,58,24,100,17.13,746.7,432.16,122.71,Idle,R
188.1,Mine Cave 1,60,54,68,16.66,749.7,432.16,122.71,Idle,R
189.1,Mine Cave 1,60,55,65,16.66,753.1,432.16,122.71,Idle,R
190.1,Mine Cave 1,60,55,68,16.67,757.5,432.16,122.71,Idle,R
191.1,Mine Cave 1,60,55,68,16.67,762.6,432.16,122.71,Idle,R
192.1,Mine Cave 1,60,55,65,16.68,767.7,432.16,122.71,Idle,R
193.2,Mine Cave 1,60,55,66,16.65,772.8,432.16,122.71,Idle,R
194.2,Mine Cave 1,60,45,84,16.66,778.1,432.16,122.71,Idle,R
195.2,Mine Cave 1,60,47,83,16.68,784.3,432.16,122.71,Idle,R
196.2,Mine Cave 1,60,49,71,16.65,792.8,432.16,122.71,Idle,R
197.2,Mine Cave 1,60,47,73,16.69,801.7,432.16,122.71,Idle,R
198.2,Mine Cave 1,59,36,91,16.89,755.5,432.16,122.71,Idle,R
199.2,Mine Cave 1,59,31,108,17.08,755.8,432.16,122.71,Idle,R
200.2,Mine Cave 1,60,49,82,16.68,756.8,432.16,122.71,Idle,R
201.2,Mine Cave 1,60,46,76,16.67,758.0,432.16,122.71,Idle,R
202.2,Mine Cave 1,60,51,71,16.64,760.4,432.16,122.71,Idle,R
203.3,Mine Cave 1,60,53,70,16.66,762.8,432.16,122.71,Idle,R
204.3,Mine Cave 1,60,47,74,16.67,765.7,432.16,122.71,Idle,R
205.3,Mine Cave 1,59,33,110,16.87,769.3,432.16,122.71,Idle,R
206.3,Mine Cave 1,60,52,69,16.68,772.8,432.16,122.71,Idle,R
207.3,Mine Cave 1,60,56,68,16.67,777.8,432.16,122.71,Idle,R
208.3,Mine Cave 1,60,54,66,16.65,783.0,432.16,122.71,Idle,R
209.3,Mine Cave 1,60,56,67,16.67,788.2,432.16,122.71,Idle,R
210.3,Mine Cave 1,60,54,65,16.69,793.6,432.16,122.71,Idle,R
211.3,Mine Cave 1,60,56,66,16.63,798.8,432.16,122.71,Idle,R
212.3,Mine Cave 1,60,56,65,16.68,807.6,432.16,122.71,Idle,R
213.3,Mine Cave 1,60,34,242,16.72,762.2,432.16,122.71,Idle,R
214.3,Mine Cave 1,60,55,66,16.67,762.9,432.16,122.71,Idle,R
215.3,Mine Cave 1,60,55,65,16.67,764.0,432.16,122.71,Idle,R
216.4,Mine Cave 1,60,55,67,16.65,765.4,432.16,122.71,Idle,R
217.4,Mine Cave 1,60,56,67,16.65,767.7,432.16,122.71,Idle,R
218.4,Mine Cave 1,60,55,66,16.67,770.6,432.16,122.71,Idle,R
219.4,Mine Cave 1,60,53,70,16.66,773.6,432.16,122.71,Idle,R
220.4,Mine Cave 1,60,54,68,16.67,777.8,432.16,122.71,Idle,R
221.4,Mine Cave 1,60,54,68,16.64,782.2,432.16,122.71,Idle,R
222.4,Mine Cave 1,60,54,68,16.68,787.0,432.16,122.71,Idle,R
223.4,Mine Cave 1,60,51,71,16.68,791.4,432.16,122.71,Idle,R
224.4,Mine Cave 1,60,55,65,16.67,795.7,432.16,122.71,Idle,R
225.4,Mine Cave 1,60,55,69,16.69,800.2,432.16,122.71,Idle,R
226.4,Mine Cave 1,60,51,72,16.68,804.9,432.16,122.71,Idle,R
227.4,Mine Cave 1,60,49,76,16.67,810.5,432.16,122.71,Idle,R
228.4,Mine Cave 1,60,48,82,16.63,818.8,432.16,122.71,Idle,R
229.4,Mine Cave 1,60,34,161,16.73,768.3,432.16,122.71,Idle,R
230.4,Mine Cave 1,60,49,77,16.69,769.3,432.16,122.71,Idle,R
231.5,Mine Cave 1,60,47,82,16.67,770.3,432.16,122.71,Idle,R
232.5,Mine Cave 1,60,47,88,16.61,771.7,432.16,122.71,Idle,R
233.5,Mine Cave 1,60,45,90,16.69,774.2,432.16,122.71,Idle,R
234.5,Mine Cave 1,60,56,66,16.64,777.4,432.16,122.71,Idle,R
235.5,Mine Cave 1,60,53,67,16.69,781.5,432.16,122.71,Idle,R
236.5,Mine Cave 1,60,56,65,16.67,786.4,432.16,122.71,Idle,R
237.5,Mine Cave 1,60,55,66,16.65,791.4,432.16,122.71,Idle,R
238.5,Mine Cave 1,60,53,67,16.67,796.7,432.16,122.71,Idle,R
239.5,Mine Cave 1,60,54,65,16.67,801.8,432.16,122.71,Idle,R
240.6,Mine Cave 1,60,53,67,16.65,807.1,432.16,122.71,Idle,R
241.6,Mine Cave 1,59,32,67,16.91,813.0,432.16,122.71,Idle,R
242.6,Mine Cave 1,60,51,74,16.68,818.4,432.16,122.71,Idle,R
243.6,Mine Cave 1,60,53,70,16.65,826.7,432.16,122.71,Idle,R
244.6,Mine Cave 1,60,41,72,16.74,773.6,432.16,122.71,Idle,R
245.6,Mine Cave 1,60,51,68,16.67,774.6,434.08,123.95,JumpUp,R
246.6,Mine Cave 1,60,50,70,16.65,775.6,428.97,124.10,CeilingStick,R
247.6,Mine Cave 1,60,54,70,16.68,776.6,438.65,121.71,Land,R
248.6,Mine Cave 1,60,53,70,16.64,778.2,446.58,118.71,Land,L
249.6,Mine Cave 1,60,54,68,16.68,780.7,440.26,119.75,Fall,L
250.6,Mine Cave 1,60,58,62,16.67,783.5,390.20,109.71,Land,L
251.6,Mine Cave 1,60,57,63,16.68,787.2,396.71,109.71,Land,L
252.6,Mine Cave 1,60,51,73,16.68,791.4,394.19,110.02,Fall,L
253.6,Mine Cave 1,60,51,74,16.68,795.9,394.19,109.71,Land,L
254.7,Mine Cave 1,60,48,78,16.62,800.4,394.19,109.71,Land,L
255.7,Mine Cave 1,60,47,89,16.69,805.1,394.19,109.71,Land,L
256.7,Mine Cave 1,60,46,88,16.67,810.2,394.19,109.71,Idle,L
257.7,Mine Cave 1,60,56,65,16.65,815.4,394.19,109.71,Idle,L
258.7,Mine Cave 1,60,52,75,16.67,821.3,394.19,109.71,Idle,L
259.7,Mine Cave 1,60,55,66,16.67,827.9,394.48,109.71,Idle,L
260.7,Mine Cave 1,60,52,71,16.68,834.5,394.84,109.71,Idle,L
261.7,Mine Cave 1,60,35,108,16.72,777.5,392.89,109.71,Land,R
262.7,Mine Cave 1,60,55,67,16.69,778.6,392.66,111.93,JumpUp,L
263.7,Mine Cave 1,60,55,69,16.65,779.7,388.39,109.71,Land,R
264.7,Mine Cave 1,60,49,81,16.67,781.7,391.07,109.71,Idle,R
265.7,Mine Cave 1,60,55,67,16.66,784.8,390.59,109.71,Idle,L
266.8,Mine Cave 1,60,55,65,16.65,788.1,390.59,109.71,Idle,L
267.8,Mine Cave 1,60,56,65,16.67,792.7,390.59,109.71,Idle,L
268.8,Mine Cave 1,60,54,65,16.67,797.6,390.11,109.71,Idle,L
269.8,Mine Cave 1,60,53,69,16.67,802.6,390.11,109.71,Idle,L
270.8,Mine Cave 1,60,49,75,16.70,807.1,390.11,109.71,Idle,L
271.8,Mine Cave 1,60,51,73,16.64,811.9,390.11,109.71,Idle,L
272.8,Mine Cave 1,60,54,67,16.69,816.2,390.11,109.71,Idle,L
273.8,Mine Cave 1,60,51,73,16.66,820.8,390.10,109.71,Land,L
274.8,Mine Cave 1,60,51,73,16.63,825.8,390.09,109.71,Idle,L
275.8,Mine Cave 1,60,54,67,16.69,832.5,390.09,109.71,Idle,L
276.8,Mine Cave 1,60,49,81,16.66,840.3,390.09,109.71,Idle,L
277.8,Mine Cave 1,60,35,127,16.77,783.2,390.09,109.71,Idle,L
278.9,Mine Cave 1,60,40,141,16.68,784.1,390.09,109.71,Idle,L
279.9,Mine Cave 1,60,53,68,16.65,785.1,390.09,109.71,Idle,L
280.9,Mine Cave 1,60,46,92,16.64,786.7,390.09,109.71,Idle,L
281.9,Mine Cave 1,60,54,70,16.67,789.1,390.09,109.71,Idle,L
285.4,Mine Cave 1,16,0,69,62.37,830.8,390.09,109.71,Idle,L
382.8,Mine Cave 1,0,0,161,4635.48,832.2,390.09,109.71,Idle,L
383.8,Mine Cave 1,56,14,143,17.81,835.1,390.09,109.71,Idle,L
384.8,Mine Cave 1,60,53,70,16.65,840.3,390.09,109.71,Idle,L
385.8,Mine Cave 1,60,54,65,16.67,845.1,390.09,109.71,Idle,L
386.8,Mine Cave 1,60,49,72,16.67,849.6,390.09,109.71,Idle,L
387.8,Mine Cave 1,60,34,207,16.69,854.9,390.09,109.71,Idle,L
388.9,Mine Cave 1,60,25,173,16.79,785.4,390.09,109.71,Idle,L
389.9,Mine Cave 1,60,55,64,16.68,786.2,390.09,109.71,Idle,L
390.9,Mine Cave 1,60,54,67,16.63,787.5,390.09,109.71,Idle,L
391.9,Mine Cave 1,60,52,70,16.67,788.7,390.09,109.71,Idle,L
392.9,Mine Cave 1,60,53,74,16.64,790.6,390.09,109.71,Idle,L
393.9,Mine Cave 1,60,55,64,16.68,793.5,390.09,109.71,Idle,L
394.9,Mine Cave 1,60,54,67,16.68,796.7,390.09,109.71,Idle,L
395.9,Mine Cave 1,60,38,169,16.68,800.4,390.09,109.71,Idle,L
397.2,Mine Cave 1,2,1,60,441.36,806.4,390.09,109.71,Idle,L
398.2,Mine Cave 1,60,43,159,16.58,810.5,390.09,109.71,Idle,L
399.2,Mine Cave 1,60,47,94,16.62,815.4,390.09,109.71,Idle,L
400.3,Mine Cave 1,59,32,91,16.82,819.3,390.09,109.71,Idle,L
401.3,Mine Cave 1,60,52,72,16.66,824.1,390.09,109.71,Idle,L
402.3,Mine Cave 1,60,40,114,16.67,828.8,390.09,109.71,Idle,L
403.3,Mine Cave 1,60,57,69,16.67,836.6,390.09,109.71,Idle,L
404.3,Mine Cave 1,59,24,108,16.88,844.0,390.09,109.71,Idle,L
405.3,Mine Cave 1,60,48,78,16.69,852.5,390.09,109.71,Idle,L
406.3,Mine Cave 1,60,33,256,16.68,799.4,390.09,109.71,Idle,L
407.3,Mine Cave 1,60,50,76,16.67,800.5,390.09,109.71,Idle,L
408.3,Mine Cave 1,60,49,80,16.67,801.7,390.09,109.71,Idle,L
409.4,Mine Cave 1,60,53,69,16.66,802.7,390.09,109.71,Idle,L
410.4,Mine Cave 1,60,52,68,16.67,804.4,390.09,109.71,Idle,L
411.4,Mine Cave 1,60,55,69,16.66,807.2,390.16,109.71,Move,R
412.4,Mine Cave 1,60,36,82,16.72,810.9,392.06,109.71,Idle,L
413.4,Mine Cave 1,60,49,78,16.73,814.3,390.15,110.76,Rise,L
414.4,Mine Cave 1,60,47,85,16.68,818.1,394.06,111.27,JumpUp,R
415.4,Mine Cave 1,60,45,85,16.60,822.0,397.02,111.43,JumpUp,R
416.4,Mine Cave 1,60,51,73,16.67,825.9,399.84,110.37,JumpUp,R
417.4,Mine Cave 1,60,56,67,16.67,830.1,394.28,109.71,Land,R
418.4,Mine Cave 1,60,53,67,16.67,834.6,402.26,111.66,Fall,R
419.4,Mine Cave 1,60,52,68,16.64,839.1,394.28,111.13,Fall,R
420.5,Mine Cave 1,60,56,66,16.66,844.9,401.80,112.35,Rise,R
421.5,Mine Cave 1,60,56,68,16.67,850.6,408.21,111.71,Land,R
422.5,Mine Cave 1,60,53,68,16.69,857.8,417.64,112.50,Fall,R
423.5,Mine Cave 1,60,32,171,16.74,807.5,418.73,117.10,CeilingStick,R
424.5,Mine Cave 1,60,45,95,16.66,807.8,425.40,116.94,Rise,R
425.5,Mine Cave 1,60,54,71,16.68,808.3,422.59,121.23,Rise,R
426.5,Mine Cave 1,60,54,67,16.68,808.8,425.37,124.10,CeilingMove,R
427.5,Mine Cave 1,60,55,67,16.66,809.9,432.68,124.10,CeilingMove,R
428.5,Mine Cave 1,60,56,65,16.66,812.3,440.14,121.55,Fall,R
429.5,Mine Cave 1,60,55,71,16.67,815.1,441.25,119.87,Fall,L
430.5,Mine Cave 1,60,52,74,16.67,818.8,436.56,122.37,Fall,R
431.5,Mine Cave 1,60,54,66,16.67,823.0,437.83,121.71,Land,R
